#Time 	Sensor1         	Sensor2         	Target         
#================================================================

1796    	2.36, -7.97 	59.07, 600.54 	-9.15, -4.23
1812    	2.42, -7.93 	-34.33, 142.23 	-9.15, -4.23
1890    	2.52, -7.81 	-34.31, 142.49 	-9.15, -4.23
1905    	2.54, -7.75 	-34.33, 142.53 	-9.15, -4.23
1920    	2.56, -7.78 	-34.31, 142.56 	-9.15, -4.23
1935    	2.57, -7.69 	-34.31, 142.40 	-9.15, -4.23
1950    	2.59, -7.66 	-34.30, 142.61 	-9.15, -4.23
2031    	2.73, -7.68 	-34.38, 142.92 	-9.15, -4.23
2047    	2.76, -7.60 	-34.38, 142.92 	-9.15, -4.23
2063    	2.80, -7.59 	-34.33, 142.82 	-9.15, -4.23
2079    	2.87, -7.54 	-34.32, 142.74 	-9.15, -4.23
2156    	3.95, -6.60 	58.20, 600.71 	-9.15, -4.23
2171    	4.02, -6.66 	-34.27, 142.10 	-9.15, -4.23
2186    	4.07, -6.66 	-34.31, 142.24 	-9.15, -4.23
2201    	4.12, -6.55 	-34.24, 142.50 	-9.15, -4.23
2217    	4.15, -6.48 	-34.27, 142.31 	-9.15, -4.23
2297    	4.40, -6.28 	-34.21, 142.43 	-9.15, -4.23
2313    	4.48, -6.27 	-34.25, 142.90 	-9.15, -4.23
2329    	4.54, -5.55 	-34.24, 143.07 	-9.15, -4.23
2345    	4.60, -5.54 	-34.26, 143.18 	-9.15, -4.23
2447    	5.76, -5.39 	-34.23, 142.42 	-9.15, -4.23
2463    	5.77, -5.30 	-34.26, 142.28 	-9.15, -4.23
2479    	5.80, -5.31 	-34.28, 142.22 	-9.15, -4.23
2495    	5.84, -5.32 	-34.26, 141.97 	-9.15, -4.23
2511    	5.89, -5.26 	-34.27, 141.89 	-9.15, -4.23
2526    	5.90, -5.21 	-34.29, 141.61 	-9.15, -4.23
2541    	5.92, -5.19 	-34.31, 141.58 	-9.15, -4.23
2623    	6.02, -5.20 	-34.30, 141.86 	-9.15, -4.23
2639    	6.04, -5.14 	-34.35, 141.87 	-9.15, -4.23
2655    	6.07, -5.20 	-34.31, 142.23 	-9.15, -4.23
2718    	6.14, -5.17 	-34.32, 142.37 	-9.15, -4.23
2733    	6.21, -4.53 	-34.33, 142.37 	-9.15, -4.23
2748    	6.24, -4.44 	-34.34, 142.18 	-9.15, -4.23
2763    	6.23, -4.43 	-34.34, 142.23 	-9.15, -4.23
2778    	6.26, -4.44 	59.09, 600.29 	-9.15, -4.23
2858    	6.44, -4.41 	-34.32, 142.69 	-9.15, -4.23
2874    	7.29, -4.31 	-34.33, 142.47 	-9.15, -4.23
2890    	7.33, -4.33 	-34.27, 142.40 	-9.15, -4.23
2906    	7.36, -4.29 	-34.26, 142.42 	-9.15, -4.23
2984    	7.52, -4.17 	-34.31, 142.61 	-9.15, -4.23
2999    	7.53, -4.19 	-34.34, 142.72 	-9.15, -4.23
3015    	7.57, -4.25 	-34.32, 143.12 	-9.15, -4.23
3030    	7.60, -4.18 	-34.31, 142.68 	-9.15, -4.23
3045    	7.59, -4.10 	-34.31, 142.49 	-9.15, -4.23
3125    	7.68, -4.00 	-34.33, 142.83 	-9.15, -4.23
3141    	7.69, -3.95 	-34.29, 142.77 	-9.15, -4.23
3157    	7.71, -3.93 	-34.28, 142.71 	-9.15, -4.23
3173    	7.72, -3.92 	-34.30, 142.68 	-9.15, -4.23
3250    	7.79, -3.33 	-34.25, 142.89 	-9.15, -4.23
3265    	7.79, -3.32 	-34.26, 142.85 	-9.15, -4.23
3281    	7.80, -3.23 	-34.25, 142.85 	-9.15, -4.23
3296    	7.83, -3.29 	-34.27, 142.82 	-9.15, -4.23
3311    	7.83, -3.27 	59.08, 600.47 	-9.15, -4.23
3391    	7.87, -3.27 	-34.35, 142.94 	-9.15, -4.23
3407    	7.87, -3.22 	-34.35, 142.98 	-9.15, -4.23
3423    	7.88, -3.22 	-34.38, 143.07 	-9.15, -4.23
3439    	7.88, -3.25 	-34.35, 143.09 	-9.15, -4.23
3517    	7.89, -3.19 	-34.32, 142.81 	-9.15, -4.23
3532    	7.89, -3.24 	-34.28, 142.46 	-9.15, -4.23
3547    	7.90, -3.27 	-34.28, 142.46 	-9.15, -4.23
3562    	7.90, -3.23 	-34.30, 142.72 	-9.15, -4.23
3577    	7.90, -3.22 	-34.28, 142.79 	-9.15, -4.23
3656    	7.90, -3.18 	-34.30, 143.30 	-9.15, -4.23
3672    	7.91, -3.21 	-34.29, 143.07 	-9.15, -4.23
3688    	7.91, -3.17 	-34.35, 143.25 	-9.15, -4.23
3751    	7.91, -3.21 	-34.34, 142.78 	-9.15, -4.23
3766    	7.91, -3.21 	-34.34, 142.79 	-9.15, -4.23
3781    	7.91, -3.21 	-34.32, 143.02 	-9.15, -4.23
3797    	7.92, -3.21 	-34.30, 142.81 	-9.15, -4.23
3812    	7.92, -3.21 	-34.30, 142.84 	-9.15, -4.23
3892    	7.92, -3.24 	-34.26, 143.26 	-9.15, -4.23
3908    	7.92, -3.24 	-34.29, 143.52 	-9.15, -4.23
3924    	7.92, -3.24 	-34.27, 143.01 	-9.15, -4.23
3988    	7.92, -3.20 	-34.34, 143.30 	-9.15, -4.23
4003    	7.91, -3.20 	-34.34, 143.34 	-9.15, -4.23
4018    	7.91, -3.20 	-34.37, 143.59 	-9.15, -4.23
4033    	7.92, -3.20 	-34.35, 143.40 	-9.15, -4.23
4048    	7.92, -3.20 	-34.36, 143.81 	-9.15, -4.23
4128    	7.92, -3.24 	-34.38, 142.91 	-9.15, -4.23
4144    	7.92, -3.24 	-34.36, 143.02 	-9.15, -4.23
4160    	7.91, -3.20 	-34.37, 143.02 	-9.15, -4.23
4176    	7.92, -3.24 	-34.38, 143.22 	-9.15, -4.23
4253    	7.91, -3.20 	-34.33, 143.49 	-9.15, -4.23
4269    	7.92, -3.20 	-34.33, 143.25 	-9.15, -4.23
4284    	7.92, -3.20 	58.15, 600.59 	-9.15, -4.23
4300    	7.92, -3.24 	-34.36, 143.61 	-9.15, -4.23
4315    	7.91, -3.20 	-34.35, 143.68 	-9.15, -4.23
4395    	7.92, -3.20 	-34.36, 143.23 	-9.15, -4.23
4411    	7.92, -3.24 	-34.38, 143.07 	-9.15, -4.23
4427    	7.92, -3.24 	-34.38, 143.08 	-9.15, -4.23
4443    	7.92, -3.20 	58.12, 600.75 	-9.15, -4.23
4520    	7.91, -3.16 	-34.31, 143.02 	-9.15, -4.23
4535    	7.91, -3.20 	-34.35, 143.30 	-9.15, -4.23
4550    	7.92, -3.20 	-34.36, 143.30 	-9.15, -4.23
4565    	7.91, -3.16 	58.18, 600.71 	-9.15, -4.23
4580    	7.91, -3.16 	-34.43, 143.31 	-9.15, -4.23
4660    	7.92, -3.12 	-34.43, 143.51 	-9.15, -4.23
4676    	7.92, -3.12 	-34.45, 143.18 	-9.15, -4.23
4692    	7.92, -3.12 	-34.43, 143.10 	-9.15, -4.23
4708    	7.92, -3.16 	-34.46, 143.27 	-9.15, -4.23
4786    	7.92, -3.16 	-34.38, 142.94 	-9.15, -4.23
4801    	7.92, -3.12 	-34.36, 142.90 	-9.15, -4.23
4816    	7.91, -3.16 	-34.33, 142.94 	-9.15, -4.23
4831    	7.92, -3.16 	-34.32, 143.06 	-9.15, -4.23
4847    	7.92, -3.16 	-34.32, 143.14 	-9.15, -4.23
4927    	7.92, -3.16 	-34.40, 143.77 	-9.15, -4.23
4943    	7.92, -3.16 	-34.39, 143.59 	-9.15, -4.23
4959    	7.92, -3.16 	-34.39, 143.11 	-9.15, -4.23
4975    	7.92, -3.16 	57.75, 600.18 	-9.15, -4.23
5052    	7.92, -3.16 	-34.39, 143.76 	-9.15, -4.23
5068    	7.93, -3.20 	57.66, 600.30 	-9.15, -4.23
5083    	7.92, -3.20 	-34.39, 143.66 	-9.15, -4.23
5098    	7.92, -3.20 	-34.33, 143.66 	-9.15, -4.23
5113    	7.92, -3.20 	-34.31, 143.45 	-9.15, -4.23
5193    	7.93, -3.20 	-34.35, 143.02 	-9.15, -4.23
5209    	7.93, -3.16 	-34.35, 142.95 	-9.15, -4.23
5225    	7.93, -3.16 	-34.34, 142.87 	-9.15, -4.23
5241    	7.93, -3.16 	-34.31, 142.87 	-9.15, -4.23
5318    	7.92, -3.17 	-34.37, 142.96 	-9.15, -4.23
5333    	7.92, -3.17 	-34.33, 143.24 	-9.15, -4.23
5348    	7.92, -3.16 	-34.33, 143.22 	-9.15, -4.23
5406    	7.93, -3.16 	-34.26, 142.88 	-9.15, -4.23
5421    	7.92, -3.16 	-34.27, 142.84 	-9.15, -4.23
5436    	7.92, -3.16 	-34.26, 142.98 	-9.15, -4.23
5451    	7.92, -3.16 	-34.25, 142.83 	-9.15, -4.23
5466    	7.92, -3.16 	-34.21, 143.29 	-9.15, -4.23
5546    	7.93, -3.16 	-34.17, 142.75 	-9.15, -4.23
5562    	7.93, -3.16 	-34.17, 142.71 	-9.15, -4.23
5578    	7.93, -3.16 	-34.17, 142.85 	-9.15, -4.23
5594    	7.93, -3.16 	-34.17, 142.66 	-9.15, -4.23
5671    	7.93, -3.16 	-34.25, 142.40 	-9.15, -4.23
5686    	7.94, -3.16 	-34.30, 142.51 	-9.15, -4.23
5701    	7.94, -3.15 	-34.30, 142.72 	-9.15, -4.23
5717    	7.94, -3.16 	-34.29, 142.76 	-9.15, -4.23
5732    	7.94, -3.16 	-34.28, 142.55 	-9.15, -4.23
5812    	7.93, -3.20 	-34.28, 142.25 	-9.15, -4.23
5828    	7.93, -3.16 	-34.25, 142.33 	-9.15, -4.23
5843    	7.93, -3.16 	-34.27, 142.32 	-9.15, -4.23
5859    	7.93, -3.16 	-34.31, 142.93 	-9.15, -4.23
5937    	7.93, -3.16 	57.94, 600.85 	-9.15, -4.23
5952    	7.93, -3.16 	-34.40, 142.97 	-9.15, -4.23
5967    	7.93, -3.16 	-34.45, 142.91 	-9.15, -4.23
5982    	7.94, -3.16 	-34.44, 142.54 	-9.15, -4.23
5997    	7.94, -3.16 	-34.40, 142.55 	-9.15, -4.23
6078    	7.93, -3.16 	-34.33, 142.87 	-9.15, -4.23
6094    	7.93, -3.20 	-34.31, 142.75 	-9.15, -4.23
6109    	7.93, -3.20 	-34.31, 142.67 	-9.15, -4.23
6125    	7.94, -3.20 	-34.28, 142.71 	-9.15, -4.23
6203    	7.94, -3.20 	-34.38, 142.93 	-9.15, -4.23
6219    	7.93, -3.20 	-34.39, 143.30 	-9.15, -4.23
6234    	7.94, -3.16 	-34.37, 143.00 	-9.15, -4.23
6250    	7.94, -3.20 	-34.33, 143.05 	-9.15, -4.23
6265    	7.94, -3.20 	-34.34, 143.06 	-9.15, -4.23
6345    	7.94, -3.20 	-34.37, 143.16 	-9.15, -4.23
6361    	7.94, -3.20 	-34.35, 143.01 	-9.15, -4.23
6376    	7.94, -3.20 	-34.36, 143.06 	-9.15, -4.23
6391    	7.94, -3.20 	-34.29, 143.13 	-9.15, -4.23
6473    	7.94, -3.20 	-34.28, 143.59 	-9.15, -4.23
6488    	7.94, -3.20 	-34.28, 143.59 	-9.15, -4.23
6503    	7.94, -3.20 	57.98, 600.69 	-9.15, -4.23
6518    	7.94, -3.20 	-34.27, 143.75 	-9.15, -4.23
6533    	7.94, -3.20 	-34.30, 143.79 	-9.15, -4.23
6610    	7.94, -3.20 	-34.36, 143.83 	-9.15, -4.23
6626    	7.94, -3.20 	-34.32, 143.91 	-9.15, -4.23
6641    	7.94, -3.20 	-34.32, 144.04 	-9.15, -4.23
6657    	7.94, -3.20 	-34.31, 143.97 	-9.15, -4.23
6736    	7.94, -3.20 	-34.27, 144.08 	-9.15, -4.23
6751    	7.94, -3.20 	-34.31, 144.12 	-9.15, -4.23
6766    	7.94, -3.20 	-34.25, 144.18 	-9.15, -4.23
6781    	7.94, -3.20 	-34.22, 144.18 	-9.15, -4.23
6796    	7.93, -3.20 	-34.23, 143.94 	-9.15, -4.23
6876    	7.94, -3.20 	-34.26, 143.82 	-9.15, -4.23
6892    	7.94, -3.20 	-34.22, 143.62 	-9.15, -4.23
6907    	7.94, -3.20 	-34.25, 143.93 	-9.15, -4.23
6923    	7.93, -3.20 	-34.25, 143.96 	-9.15, -4.23
7002    	7.93, -3.20 	-34.29, 143.94 	-9.15, -4.23
7017    	7.93, -3.20 	-34.30, 143.98 	-9.15, -4.23
7032    	7.94, -3.20 	-34.26, 144.02 	-9.15, -4.23
7047    	7.94, -3.20 	-34.27, 143.88 	-9.15, -4.23
7062    	7.94, -3.20 	-34.25, 143.80 	-9.15, -4.23
7142    	7.93, -3.16 	-34.26, 143.72 	-9.15, -4.23
7158    	7.93, -3.16 	-34.25, 143.45 	-9.15, -4.23
7177    	7.93, -3.20 	-34.23, 143.60 	-9.15, -4.23
7192    	7.93, -3.20 	-34.23, 143.44 	-9.15, -4.23
7271    	7.93, -3.16 	-34.29, 142.63 	-9.15, -4.23
7290    	7.93, -3.16 	-34.28, 142.80 	-9.15, -4.23
7310    	7.93, -3.16 	-34.28, 142.59 	-9.15, -4.23
7329    	7.93, -3.16 	-34.30, 142.60 	-9.15, -4.23
7348    	7.93, -3.16 	-34.31, 142.67 	-9.15, -4.23
7368    	7.93, -3.16 	-34.25, 142.71 	-9.15, -4.23
7449    	7.93, -3.16 	-34.18, 142.74 	-9.15, -4.23
7469    	7.93, -3.16 	-34.18, 142.70 	-9.15, -4.23
7489    	7.93, -3.16 	-34.15, 142.67 	-9.15, -4.23
7508    	7.93, -3.16 	-34.17, 142.65 	-9.15, -4.23
7527    	7.93, -3.16 	-34.15, 142.82 	-9.15, -4.23
7547    	7.93, -3.16 	-34.16, 142.59 	-9.15, -4.23
7628    	7.93, -3.20 	-34.14, 142.53 	-9.15, -4.23
7647    	7.93, -3.16 	-34.15, 142.41 	-9.15, -4.23
7667    	7.93, -3.16 	-34.16, 142.42 	-9.15, -4.23
7686    	7.93, -3.16 	-34.17, 142.16 	-9.15, -4.23
7705    	7.93, -3.16 	-34.18, 142.55 	-9.15, -4.23
7725    	7.93, -3.16 	-34.15, 142.60 	-9.15, -4.23
7804    	7.93, -3.16 	-34.18, 142.91 	-9.15, -4.23
7823    	7.93, -3.16 	-34.19, 143.03 	-9.15, -4.23
7839    	7.94, -3.16 	-34.19, 143.14 	-9.15, -4.23
7857    	7.94, -3.16 	-34.20, 143.33 	-9.15, -4.23
7875    	7.94, -3.16 	-34.19, 143.32 	-9.15, -4.23
7891    	7.94, -3.16 	-34.19, 143.23 	-9.15, -4.23
7974    	7.93, -3.16 	-34.22, 142.95 	-9.15, -4.23
7997    	7.93, -3.16 	-34.21, 142.91 	-9.15, -4.23
8013    	7.94, -3.16 	-34.16, 142.67 	-9.15, -4.23
8078    	7.93, -3.16 	-34.09, 142.45 	-9.15, -4.23
8094    	7.94, -3.16 	-34.09, 142.32 	-9.15, -4.23
8111    	7.94, -3.16 	-34.11, 142.61 	-9.15, -4.23
8127    	7.93, -3.12 	-34.12, 142.61 	-9.15, -4.23
8144    	7.93, -3.12 	-34.08, 142.57 	-9.15, -4.23
8160    	7.93, -3.16 	-34.13, 142.54 	-9.15, -4.23
8240    	7.93, -3.16 	-34.18, 142.74 	-9.15, -4.23
8258    	7.93, -3.12 	-34.24, 142.99 	-9.15, -4.23
8274    	7.93, -3.12 	-34.20, 143.24 	-9.15, -4.23
8292    	7.93, -3.16 	-34.20, 143.09 	-9.15, -4.23
8308    	7.93, -3.12 	-34.19, 143.07 	-9.15, -4.23
8397    	7.93, -3.17 	-34.25, 143.33 	-9.15, -4.23
8414    	7.93, -3.17 	-34.30, 143.35 	-9.15, -4.23
8430    	7.93, -3.16 	-34.26, 143.39 	-9.15, -4.23
8446    	7.93, -3.16 	-34.28, 143.80 	-9.15, -4.23
8463    	7.93, -3.16 	-34.28, 143.80 	-9.15, -4.23
8542    	7.93, -3.17 	-34.27, 143.27 	-9.15, -4.23
8558    	7.93, -3.17 	-34.25, 143.33 	-9.15, -4.23
8574    	7.93, -3.17 	-34.25, 143.30 	-9.15, -4.23
8590    	7.93, -3.17 	-34.30, 143.05 	-9.15, -4.23
8607    	7.93, -3.17 	-34.26, 142.93 	-9.15, -4.23
8689    	7.93, -3.16 	-34.20, 143.26 	-9.15, -4.23
8705    	7.93, -3.16 	-34.20, 143.30 	-9.15, -4.23
8727    	7.93, -3.16 	-34.21, 143.42 	-9.15, -4.23
8743    	7.93, -3.17 	-34.24, 143.23 	-9.15, -4.23
8765    	7.93, -3.17 	-34.24, 143.02 	-9.15, -4.23
8838    	7.93, -3.17 	-34.28, 143.00 	-9.15, -4.23
8854    	7.93, -3.17 	-34.29, 143.20 	-9.15, -4.23
8870    	7.93, -3.17 	-34.28, 143.20 	-9.15, -4.23
8895    	7.93, -3.17 	-34.30, 143.34 	-9.15, -4.23
8911    	7.93, -3.17 	-34.34, 143.41 	-9.15, -4.23
8933    	7.93, -3.17 	-34.28, 143.12 	-9.15, -4.23
9015    	7.93, -3.17 	-34.28, 143.42 	-9.15, -4.23
9031    	7.93, -3.17 	-34.28, 143.42 	-9.15, -4.23
9057    	7.93, -3.17 	-34.24, 143.26 	-9.15, -4.23
9092    	7.93, -3.17 	-34.24, 143.17 	-9.15, -4.23
9108    	7.93, -3.17 	-34.28, 142.99 	-9.15, -4.23
9170    	7.93, -3.17 	-34.30, 143.22 	-9.15, -4.23
9186    	7.94, -3.17 	-34.31, 143.01 	-9.15, -4.23
9210    	7.94, -3.17 	-34.34, 143.00 	-9.15, -4.23
9236    	7.94, -3.17 	-34.26, 142.34 	-9.15, -4.23
9252    	7.93, -3.17 	-34.33, 142.18 	-9.15, -4.23
9268    	7.93, -3.17 	-34.32, 142.18 	-9.15, -4.23
9284    	7.93, -3.17 	-34.32, 142.33 	-9.15, -4.23
9366    	7.93, -3.17 	-34.24, 142.65 	-9.15, -4.23
9382    	7.93, -3.17 	-34.27, 142.90 	-9.15, -4.23
9398    	7.93, -3.17 	-34.29, 142.91 	-9.15, -4.23
9414    	7.93, -3.17 	-34.27, 143.03 	-9.15, -4.23
9430    	7.93, -3.17 	-34.28, 143.24 	-9.15, -4.23
9513    	7.93, -3.17 	-34.30, 142.77 	-9.15, -4.23
9530    	7.93, -3.17 	-34.33, 142.85 	-9.15, -4.23
9555    	7.93, -3.17 	-34.33, 143.00 	-9.15, -4.23
9571    	7.93, -3.17 	-34.29, 143.03 	-9.15, -4.23
9595    	7.93, -3.17 	-34.25, 143.00 	-9.15, -4.23
9621    	7.93, -3.17 	-34.26, 143.24 	-9.15, -4.23
9698    	7.93, -3.17 	-34.26, 143.54 	-9.15, -4.23
9714    	7.93, -3.17 	-34.31, 143.71 	-9.15, -4.23
9730    	7.93, -3.17 	-34.25, 143.91 	-9.15, -4.23
9746    	7.93, -3.17 	-34.25, 143.92 	-9.15, -4.23
9777    	7.93, -3.17 	-34.31, 143.76 	-9.15, -4.23
9845    	7.93, -3.17 	-34.24, 143.48 	-9.15, -4.23
9861    	7.93, -3.17 	-34.25, 143.54 	-9.15, -4.23
9877    	7.93, -3.17 	-34.25, 143.27 	-9.15, -4.23
9893    	7.93, -3.17 	-34.24, 143.04 	-9.15, -4.23
9909    	7.93, -3.17 	-34.25, 143.30 	-9.15, -4.23
9985    	7.93, -3.13 	-34.23, 143.49 	-9.15, -4.23
10001   	7.93, -3.13 	-34.23, 143.50 	-9.15, -4.23
10017   	7.93, -3.13 	-34.24, 143.50 	-9.15, -4.23
10080   	7.93, -3.17 	-34.26, 143.56 	-9.15, -4.23
10096   	7.93, -3.17 	-34.26, 143.55 	-9.15, -4.23
10118   	7.93, -3.13 	-34.28, 143.53 	-9.15, -4.23
10134   	7.93, -3.17 	-34.28, 143.28 	-9.15, -4.23
10151   	7.94, -3.13 	-34.28, 143.28 	-9.15, -4.23
10229   	7.94, -3.17 	-34.28, 143.18 	-9.15, -4.23
10245   	7.93, -3.17 	-34.24, 143.05 	-9.15, -4.23
10261   	7.93, -3.17 	-34.26, 143.34 	-9.15, -4.23
10277   	7.93, -3.17 	-34.28, 143.14 	-9.15, -4.23
10293   	7.93, -3.17 	-34.27, 143.05 	-9.15, -4.23
10369   	7.93, -3.17 	-34.24, 142.91 	-9.15, -4.23
10385   	7.93, -3.17 	-34.25, 143.00 	-9.15, -4.23
10401   	7.93, -3.17 	-34.28, 142.88 	-9.15, -4.23
10417   	7.93, -3.17 	-34.26, 143.03 	-9.15, -4.23
10433   	7.93, -3.17 	-34.30, 142.87 	-9.15, -4.23
10516   	7.93, -3.17 	-34.27, 142.90 	-9.15, -4.23
10532   	7.93, -3.17 	-34.22, 142.84 	-9.15, -4.23
10548   	7.93, -3.17 	-34.23, 142.93 	-9.15, -4.23
10610   	7.93, -3.17 	-34.24, 142.90 	-9.15, -4.23
10626   	7.93, -3.17 	-34.18, 142.96 	-9.15, -4.23
10642   	7.93, -3.17 	-34.20, 143.18 	-9.15, -4.23
10658   	7.93, -3.17 	-34.21, 143.42 	-9.15, -4.23
10674   	7.93, -3.13 	-34.18, 143.59 	-9.15, -4.23
10751   	7.93, -3.13 	-34.25, 142.75 	-9.15, -4.23
10772   	7.93, -3.13 	-34.24, 142.57 	-9.15, -4.23
10792   	7.93, -3.17 	-34.25, 142.14 	-9.15, -4.23
10846   	7.93, -3.17 	-34.22, 142.04 	-9.15, -4.23
10862   	7.93, -3.17 	-34.23, 142.26 	-9.15, -4.23
10887   	7.93, -3.17 	-34.16, 142.60 	-9.15, -4.23
10903   	7.93, -3.17 	-34.17, 142.63 	-9.15, -4.23
10919   	7.93, -3.17 	-34.19, 142.57 	-9.15, -4.23
10935   	7.93, -3.17 	-34.20, 142.73 	-9.15, -4.23
11017   	7.93, -3.17 	-34.18, 142.48 	-9.15, -4.23
11040   	7.93, -3.17 	-34.21, 142.87 	-9.15, -4.23
11056   	7.93, -3.17 	-34.22, 143.24 	-9.15, -4.23
11072   	7.93, -3.17 	-34.22, 143.24 	-9.15, -4.23
11093   	7.93, -3.17 	-34.26, 142.86 	-9.15, -4.23
11172   	7.93, -3.17 	-34.23, 143.04 	-9.15, -4.23
11188   	7.93, -3.17 	-34.24, 143.10 	-9.15, -4.23
11204   	7.93, -3.18 	-34.25, 143.19 	-9.15, -4.23
11220   	7.93, -3.17 	-34.21, 143.06 	-9.15, -4.23
11236   	7.93, -3.17 	-34.22, 143.07 	-9.15, -4.23
11312   	7.93, -3.17 	-34.15, 143.01 	-9.15, -4.23
11329   	7.93, -3.18 	-34.17, 142.62 	-9.15, -4.23
11345   	7.93, -3.18 	-34.16, 142.82 	-9.15, -4.23
11362   	7.93, -3.18 	-34.19, 142.85 	-9.15, -4.23
11438   	7.93, -3.14 	-34.22, 143.02 	-9.15, -4.23
11454   	7.92, -3.14 	-34.22, 142.63 	-9.15, -4.23
11470   	7.93, -3.18 	-34.19, 142.47 	-9.15, -4.23
11486   	7.93, -3.17 	-34.18, 142.33 	-9.15, -4.23
11502   	7.93, -3.17 	-34.19, 142.55 	-9.15, -4.23
11579   	7.93, -3.18 	-34.21, 143.44 	-9.15, -4.23
11596   	7.93, -3.21 	-34.25, 143.48 	-9.15, -4.23
11612   	7.93, -3.18 	-34.21, 143.64 	-9.15, -4.23
11628   	7.93, -3.21 	-34.18, 143.44 	-9.15, -4.23
11648   	7.93, -3.21 	-34.17, 143.43 	-9.15, -4.23
11726   	7.93, -3.17 	-34.17, 143.11 	-9.15, -4.23
