#Time 	Sensor1         	Sensor2         	Target         
#================================================================

1930    	0.85, -9.50 	-35.19, 134.02 	12.83, -6.55
1945    	0.86, -9.45 	-35.18, 134.04 	12.83, -6.55
2025    	0.80, -9.03 	-34.31, 134.54 	12.83, -6.55
2041    	0.81, -9.05 	-34.27, 134.49 	12.83, -6.55
2056    	0.82, -9.06 	-34.29, 134.72 	12.83, -6.55
2072    	0.81, -8.99 	-34.29, 134.76 	12.83, -6.55
2150    	0.81, -8.96 	-34.23, 134.47 	12.83, -6.55
2165    	0.82, -9.02 	-34.24, 134.50 	12.83, -6.55
2180    	0.83, -8.87 	46.67, 603.68 	12.83, -6.55
2195    	0.79, -8.79 	-34.22, 134.19 	12.83, -6.55
2210    	0.80, -8.69 	-34.22, 134.31 	12.83, -6.55
2290    	0.80, -7.95 	-34.20, 134.56 	12.83, -6.55
2306    	0.80, -7.88 	-34.20, 134.44 	12.83, -6.55
2321    	0.80, -7.85 	-34.22, 134.49 	12.83, -6.55
2337    	0.80, -7.89 	-34.25, 134.69 	12.83, -6.55
2416    	0.83, -7.77 	-34.22, 134.73 	12.83, -6.55
2431    	0.81, -7.73 	-34.25, 134.81 	12.83, -6.55
2446    	0.80, -7.72 	-34.23, 134.63 	12.83, -6.55
2461    	0.80, -7.62 	-34.25, 134.66 	12.83, -6.55
2476    	0.79, -7.53 	-34.25, 134.67 	12.83, -6.55
2556    	0.81, -6.86 	-34.24, 134.39 	12.83, -6.55
2572    	0.81, -6.81 	-34.24, 134.47 	12.83, -6.55
2587    	0.81, -6.75 	-34.24, 134.64 	12.83, -6.55
2652    	0.83, -6.61 	46.51, 603.95 	12.83, -6.55
2667    	0.85, -6.68 	-34.22, 134.64 	12.83, -6.55
2682    	0.84, -6.70 	-34.19, 134.74 	12.83, -6.55
2697    	0.85, -6.64 	-34.20, 135.09 	12.83, -6.55
2721    	0.84, -6.57 	-34.21, 134.75 	12.83, -6.55
2800    	0.84, -6.46 	-34.25, 134.76 	12.83, -6.55
2815    	0.84, -6.45 	-34.25, 134.75 	12.83, -6.55
2830    	0.82, -6.43 	46.46, 604.17 	12.83, -6.55
2888    	0.85, -5.74 	-34.28, 134.99 	12.83, -6.55
2903    	0.84, -5.64 	-34.22, 134.50 	12.83, -6.55
2918    	0.84, -5.62 	-34.20, 134.83 	12.83, -6.55
2933    	0.83, -5.61 	-34.20, 134.97 	12.83, -6.55
2948    	0.83, -5.58 	-34.18, 134.93 	12.83, -6.55
3032    	0.84, -5.49 	-34.10, 135.70 	12.83, -6.55
3048    	0.84, -5.52 	-34.13, 136.02 	12.83, -6.55
3072    	0.84, -5.50 	-34.01, 135.27 	12.83, -6.55
3087    	0.83, -5.48 	-33.95, 135.10 	12.83, -6.55
3107    	0.84, -5.54 	-33.80, 134.45 	12.83, -6.55
3188    	0.85, -5.35 	-32.73, 135.74 	12.83, -6.55
3207    	0.85, -5.34 	-34.01, 142.23 	12.83, -6.55
3227    	0.86, -5.34 	-34.51, 142.86 	12.83, -6.55
3247    	0.85, -5.23 	-35.50, 142.66 	12.83, -6.55
3266    	0.86, -5.19 	-35.49, 142.07 	12.83, -6.55
3286    	0.85, -5.12 	-35.31, 135.79 	12.83, -6.55
3366    	0.87, -4.21 	-34.13, 132.57 	12.83, -6.55
3385    	0.88, -4.22 	-33.73, 125.66 	12.83, -6.55
3405    	0.88, -4.14 	-33.89, 122.30 	12.83, -6.55
3424    	0.86, -4.10 	-33.62, 114.55 	12.83, -6.55
3443    	0.87, -4.18 	-34.57, 114.08 	12.83, -6.55
3463    	0.87, -4.13 	-33.61, 114.55 	12.83, -6.55
3545    	0.87, -3.92 	-33.86, 125.27 	12.83, -6.55
3564    	0.89, -3.95 	-33.69, 124.89 	12.83, -6.55
3583    	0.92, -3.26 	-33.89, 123.75 	12.83, -6.55
3602    	0.92, -3.21 	-33.84, 123.26 	12.83, -6.55
3621    	0.91, -3.16 	-33.88, 123.49 	12.83, -6.55
3640    	0.92, -2.98 	-33.84, 123.41 	12.83, -6.55
3719    	0.93, -2.90 	-33.96, 124.57 	12.83, -6.55
3738    	0.94, -2.85 	-33.98, 124.67 	12.83, -6.55
3754    	0.95, -2.84 	-33.93, 124.16 	12.83, -6.55
3771    	0.96, -2.79 	-33.87, 124.52 	12.83, -6.55
3788    	0.97, -2.12 	-33.86, 124.68 	12.83, -6.55
3867    	0.96, -2.08 	-33.92, 131.48 	12.83, -6.55
3884    	0.96, -2.05 	-34.02, 131.91 	12.83, -6.55
3900    	0.96, -2.04 	-33.98, 132.11 	12.83, -6.55
3922    	0.95, -2.03 	-33.89, 132.12 	12.83, -6.55
3939    	0.95, -2.07 	-33.99, 132.01 	12.83, -6.55
4014    	0.95, -2.14 	-33.86, 125.79 	12.83, -6.55
4031    	0.95, -2.22 	-34.07, 131.16 	12.83, -6.55
4059    	0.95, -2.18 	-34.19, 131.84 	12.83, -6.55
4086    	0.94, -2.18 	-34.31, 132.81 	12.83, -6.55
4115    	0.94, -2.10 	-35.15, 132.06 	12.83, -6.55
4141    	0.94, -2.14 	-35.16, 131.31 	12.83, -6.55
4158    	0.93, -2.07 	-34.06, 126.02 	12.83, -6.55
4175    	0.92, -1.99 	-34.23, 131.26 	12.83, -6.55
4254    	0.92, -1.98 	-33.69, 114.72 	12.83, -6.55
4271    	0.92, -1.95 	-35.47, 123.62 	12.83, -6.55
4287    	0.92, -1.95 	-35.60, 124.98 	12.83, -6.55
4303    	0.92, -1.95 	-35.65, 126.36 	12.83, -6.55
4319    	0.92, -1.98 	-35.59, 126.99 	12.83, -6.55
4400    	0.92, -1.95 	-35.57, 132.89 	12.83, -6.55
4416    	0.92, -1.95 	-35.58, 133.19 	12.83, -6.55
4443    	0.92, -1.95 	-35.49, 133.72 	12.83, -6.55
4459    	0.92, -1.99 	-35.45, 134.05 	12.83, -6.55
4476    	0.92, -1.99 	-35.45, 134.13 	12.83, -6.55
4549    	0.91, -1.95 	-35.27, 135.26 	12.83, -6.55
4565    	0.91, -1.91 	-35.32, 135.35 	12.83, -6.55
4581    	0.92, -1.91 	-35.30, 135.64 	12.83, -6.55
4597    	0.92, -1.91 	-35.29, 135.67 	12.83, -6.55
4613    	0.92, -1.91 	-35.33, 136.28 	12.83, -6.55
4700    	0.92, -1.95 	-35.31, 136.54 	12.83, -6.55
4717    	0.92, -1.95 	-35.28, 136.62 	12.83, -6.55
4734    	0.92, -1.91 	-35.32, 136.83 	12.83, -6.55
4769    	0.92, -1.95 	-35.26, 136.25 	12.83, -6.55
4785    	0.92, -1.91 	-35.26, 136.25 	12.83, -6.55
4801    	0.92, -1.91 	-34.40, 136.32 	12.83, -6.55
4828    	0.92, -1.91 	-34.32, 136.24 	12.83, -6.55
4844    	0.91, -1.91 	-34.31, 136.49 	12.83, -6.55
4926    	0.92, -1.91 	-34.42, 141.97 	12.83, -6.55
4943    	0.92, -1.91 	-34.47, 142.30 	12.83, -6.55
4968    	0.92, -1.91 	-34.39, 142.16 	12.83, -6.55
4984    	0.92, -1.91 	-34.43, 142.25 	12.83, -6.55
5001    	0.92, -1.91 	-34.46, 142.16 	12.83, -6.55
5082    	0.92, -1.95 	-34.41, 142.18 	12.83, -6.55
5098    	0.92, -1.95 	-34.41, 142.18 	12.83, -6.55
5120    	0.92, -1.91 	-34.43, 142.30 	12.83, -6.55
5136    	0.92, -1.95 	-34.46, 142.49 	12.83, -6.55
5153    	0.92, -1.91 	-34.41, 142.72 	12.83, -6.55
5231    	0.92, -1.91 	-34.38, 142.72 	12.83, -6.55
5247    	0.92, -1.91 	-34.41, 142.84 	12.83, -6.55
5269    	0.91, -1.91 	-34.41, 142.93 	12.83, -6.55
5290    	0.92, -1.91 	-34.42, 143.13 	12.83, -6.55
5306    	0.92, -1.95 	-34.43, 143.17 	12.83, -6.55
5328    	0.92, -1.95 	-34.39, 142.88 	12.83, -6.55
5410    	0.92, -1.91 	-34.36, 142.71 	12.83, -6.55
5426    	0.92, -1.95 	-34.42, 142.61 	12.83, -6.55
5453    	0.92, -1.91 	-34.36, 142.50 	12.83, -6.55
5469    	0.92, -1.91 	-34.43, 142.47 	12.83, -6.55
5485    	0.92, -1.91 	-34.42, 142.49 	12.83, -6.55
5507    	0.92, -1.91 	-34.36, 142.51 	12.83, -6.55
5593    	0.91, -1.87 	-34.44, 143.02 	12.83, -6.55
5609    	0.92, -1.91 	-34.43, 143.06 	12.83, -6.55
5626    	0.92, -1.91 	-34.42, 143.09 	12.83, -6.55
5642    	0.92, -1.91 	-34.41, 143.00 	12.83, -6.55
5659    	0.92, -1.91 	-34.42, 142.97 	12.83, -6.55
5737    	0.92, -1.95 	-34.46, 143.05 	12.83, -6.55
5753    	0.92, -1.91 	-34.42, 142.97 	12.83, -6.55
5769    	0.92, -1.91 	-34.39, 142.93 	12.83, -6.55
5790    	0.92, -1.91 	-34.37, 142.85 	12.83, -6.55
5807    	0.92, -1.87 	-34.36, 142.62 	12.83, -6.55
5885    	0.92, -1.87 	-34.38, 143.11 	12.83, -6.55
5901    	0.92, -1.87 	-34.37, 143.03 	12.83, -6.55
5917    	0.92, -1.87 	-34.37, 143.36 	12.83, -6.55
5933    	0.92, -1.87 	-34.33, 143.27 	12.83, -6.55
5949    	0.92, -1.87 	-34.33, 143.27 	12.83, -6.55
6025    	0.92, -1.91 	-34.42, 142.75 	12.83, -6.55
6042    	0.92, -1.91 	-34.42, 142.75 	12.83, -6.55
6058    	0.92, -1.91 	-34.41, 142.70 	12.83, -6.55
6074    	0.92, -1.91 	-34.42, 142.91 	12.83, -6.55
6090    	0.92, -1.91 	-34.37, 142.86 	12.83, -6.55
6173    	0.92, -1.91 	-34.29, 142.93 	12.83, -6.55
6190    	0.92, -1.91 	-34.30, 142.96 	12.83, -6.55
6215    	0.92, -1.91 	-34.26, 143.12 	12.83, -6.55
6231    	0.92, -1.91 	-34.27, 143.01 	12.83, -6.55
6248    	0.92, -1.91 	-34.29, 143.08 	12.83, -6.55
6328    	0.92, -1.91 	-34.36, 142.62 	12.83, -6.55
6344    	0.92, -1.91 	-34.33, 142.41 	12.83, -6.55
6360    	0.92, -1.95 	-34.32, 142.36 	12.83, -6.55
6376    	0.92, -1.95 	-34.30, 142.46 	12.83, -6.55
6393    	0.92, -1.95 	-34.28, 142.17 	12.83, -6.55
6476    	0.92, -1.95 	-34.32, 142.56 	12.83, -6.55
6493    	0.92, -1.95 	-34.34, 142.84 	12.83, -6.55
6520    	0.92, -1.95 	-34.36, 142.82 	12.83, -6.55
6536    	0.92, -1.91 	-34.38, 142.97 	12.83, -6.55
6552    	0.92, -1.91 	-34.36, 143.00 	12.83, -6.55
6574    	0.92, -1.91 	-34.40, 142.61 	12.83, -6.55
6654    	0.92, -1.91 	-34.38, 142.75 	12.83, -6.55
6670    	0.92, -1.91 	-34.35, 142.54 	12.83, -6.55
6686    	0.92, -1.91 	-34.34, 142.48 	12.83, -6.55
6702    	0.92, -1.91 	-34.34, 142.21 	12.83, -6.55
6719    	0.92, -1.91 	-34.29, 142.27 	12.83, -6.55
6801    	0.92, -1.91 	-34.28, 142.15 	12.83, -6.55
6817    	0.92, -1.91 	-34.28, 142.11 	12.83, -6.55
6839    	0.92, -1.91 	-34.28, 142.51 	12.83, -6.55
6855    	0.92, -1.91 	-34.28, 142.51 	12.83, -6.55
6872    	0.92, -1.91 	-34.28, 142.27 	12.83, -6.55
6950    	0.92, -1.91 	-34.25, 142.23 	12.83, -6.55
6966    	0.92, -1.91 	-34.29, 142.35 	12.83, -6.55
6982    	0.92, -1.87 	-34.30, 142.36 	12.83, -6.55
7037    	0.92, -1.87 	-34.25, 142.17 	12.83, -6.55
7053    	0.92, -1.91 	-34.25, 142.41 	12.83, -6.55
7073    	0.92, -1.91 	-34.24, 142.27 	12.83, -6.55
7090    	0.92, -1.91 	-34.25, 142.45 	12.83, -6.55
7107    	0.92, -1.91 	-34.22, 141.98 	12.83, -6.55
7186    	0.92, -1.91 	-34.18, 142.26 	12.83, -6.55
7202    	0.92, -1.95 	-34.19, 142.49 	12.83, -6.55
7218    	0.92, -1.95 	-34.22, 142.36 	12.83, -6.55
7283    	0.92, -1.91 	-34.22, 141.97 	12.83, -6.55
7299    	0.92, -1.91 	-34.22, 141.97 	12.83, -6.55
7316    	0.92, -1.91 	-34.22, 141.76 	12.83, -6.55
7332    	0.92, -1.91 	-34.18, 141.46 	12.83, -6.55
7348    	0.92, -1.91 	-34.21, 141.61 	12.83, -6.55
7364    	0.92, -1.87 	-34.22, 141.66 	12.83, -6.55
7446    	0.92, -1.87 	-34.19, 141.91 	12.83, -6.55
7463    	0.92, -1.87 	-34.19, 141.91 	12.83, -6.55
7479    	0.92, -1.87 	-34.20, 141.87 	12.83, -6.55
7496    	0.92, -1.87 	-34.21, 142.02 	12.83, -6.55
7512    	0.92, -1.87 	-34.20, 141.63 	12.83, -6.55
7595    	0.91, -1.87 	-34.05, 136.33 	12.83, -6.55
7612    	0.91, -1.87 	-34.04, 136.37 	12.83, -6.55
7628    	0.91, -1.87 	-34.03, 136.40 	12.83, -6.55
7644    	0.91, -1.87 	-34.20, 141.60 	12.83, -6.55
7660    	0.92, -1.87 	-34.19, 141.63 	12.83, -6.55
7742    	0.92, -1.87 	-34.32, 142.29 	12.83, -6.55
7759    	0.92, -1.87 	-34.27, 142.39 	12.83, -6.55
7775    	0.92, -1.87 	-34.28, 142.44 	12.83, -6.55
7791    	0.92, -1.87 	-34.27, 142.20 	12.83, -6.55
7807    	0.92, -1.87 	-34.28, 142.38 	12.83, -6.55
7890    	0.92, -1.87 	-34.37, 142.22 	12.83, -6.55
7906    	0.92, -1.87 	-34.37, 142.22 	12.83, -6.55
7922    	0.92, -1.87 	-34.34, 142.18 	12.83, -6.55
7938    	0.92, -1.87 	-34.36, 142.12 	12.83, -6.55
7954    	0.92, -1.87 	-34.33, 142.13 	12.83, -6.55
8037    	0.92, -1.87 	-34.33, 142.51 	12.83, -6.55
8054    	0.92, -1.87 	-34.36, 142.46 	12.83, -6.55
8070    	0.92, -1.87 	-34.35, 142.78 	12.83, -6.55
8094    	0.92, -1.87 	-34.33, 142.86 	12.83, -6.55
8111    	0.92, -1.91 	-34.33, 143.11 	12.83, -6.55
8192    	0.92, -1.91 	-34.28, 142.53 	12.83, -6.55
8208    	0.92, -1.87 	-34.24, 142.44 	12.83, -6.55
8224    	0.92, -1.91 	-34.28, 142.40 	12.83, -6.55
8241    	0.92, -1.91 	-34.30, 142.43 	12.83, -6.55
8265    	0.92, -1.91 	-34.29, 142.51 	12.83, -6.55
8281    	0.92, -1.91 	-34.27, 142.57 	12.83, -6.55
8363    	0.92, -1.91 	-34.29, 143.27 	12.83, -6.55
8387    	0.92, -1.91 	-34.29, 143.22 	12.83, -6.55
8403    	0.92, -1.91 	-34.32, 142.92 	12.83, -6.55
8420    	0.92, -1.91 	-34.29, 143.46 	12.83, -6.55
8436    	0.92, -1.91 	-34.34, 143.26 	12.83, -6.55
8518    	0.92, -1.87 	-34.36, 143.20 	12.83, -6.55
8534    	0.92, -1.87 	61.36, 600.95 	12.83, -6.55
8550    	0.92, -1.87 	-34.33, 143.13 	12.83, -6.55
8566    	0.92, -1.87 	-34.33, 143.34 	12.83, -6.55
8582    	0.92, -1.87 	-34.33, 143.32 	12.83, -6.55
8658    	0.92, -1.91 	-34.34, 142.70 	12.83, -6.55
8681    	0.92, -1.91 	-34.38, 142.86 	12.83, -6.55
8697    	0.92, -1.91 	-34.33, 142.92 	12.83, -6.55
8753    	0.92, -1.91 	-34.32, 143.27 	12.83, -6.55
8769    	0.92, -1.91 	-34.33, 143.09 	12.83, -6.55
8785    	0.92, -1.91 	-34.33, 143.07 	12.83, -6.55
8801    	0.92, -1.91 	-34.33, 143.37 	12.83, -6.55
8817    	0.92, -1.91 	-34.30, 143.06 	12.83, -6.55
8894    	0.91, -1.87 	-34.28, 143.15 	12.83, -6.55
8911    	0.92, -1.91 	-34.27, 143.06 	12.83, -6.55
8927    	0.92, -1.91 	-34.26, 143.09 	12.83, -6.55
8943    	0.92, -1.91 	-34.26, 142.85 	12.83, -6.55
8959    	0.92, -1.87 	-34.27, 142.89 	12.83, -6.55
9041    	0.92, -1.87 	-34.21, 142.75 	12.83, -6.55
9058    	0.92, -1.91 	-34.21, 142.53 	12.83, -6.55
9074    	0.92, -1.87 	-34.21, 142.53 	12.83, -6.55
9090    	0.92, -1.87 	-34.18, 142.64 	12.83, -6.55
9166    	0.92, -1.87 	-34.29, 142.71 	12.83, -6.55
9187    	0.92, -1.87 	-34.27, 142.56 	12.83, -6.55
9204    	0.92, -1.87 	-34.28, 142.61 	12.83, -6.55
9220    	0.92, -1.87 	-34.25, 142.83 	12.83, -6.55
9237    	0.92, -1.87 	-34.28, 142.91 	12.83, -6.55
9339    	0.92, -1.87 	-34.28, 142.44 	12.83, -6.55
9356    	0.92, -1.87 	-34.27, 142.51 	12.83, -6.55
9372    	0.92, -1.87 	-34.28, 142.52 	12.83, -6.55
9388    	0.92, -1.87 	-34.26, 142.69 	12.83, -6.55
9404    	0.92, -1.87 	-34.29, 142.86 	12.83, -6.55
9420    	0.92, -1.87 	-34.26, 143.04 	12.83, -6.55
9436    	0.92, -1.87 	-34.29, 143.01 	12.83, -6.55
9515    	0.92, -1.91 	-34.28, 143.09 	12.83, -6.55
9532    	0.91, -1.87 	-34.31, 142.99 	12.83, -6.55
9548    	0.91, -1.87 	61.34, 601.02 	12.83, -6.55
9564    	0.91, -1.87 	-34.26, 142.65 	12.83, -6.55
9580    	0.91, -1.87 	-34.26, 142.65 	12.83, -6.55
9662    	0.91, -1.87 	-34.20, 142.95 	12.83, -6.55
9686    	0.91, -1.87 	-34.20, 142.94 	12.83, -6.55
9702    	0.91, -1.87 	-34.24, 142.70 	12.83, -6.55
9758    	0.91, -1.87 	-34.22, 143.04 	12.83, -6.55
9774    	0.91, -1.87 	-34.19, 142.98 	12.83, -6.55
9790    	0.91, -1.87 	-34.19, 142.88 	12.83, -6.55
9814    	0.91, -1.87 	-34.12, 142.92 	12.83, -6.55
9830    	0.91, -1.87 	-34.19, 143.03 	12.83, -6.55
9905    	0.91, -1.87 	61.31, 600.82 	12.83, -6.55
9921    	0.91, -1.87 	-34.22, 142.69 	12.83, -6.55
9937    	0.91, -1.87 	-34.24, 142.92 	12.83, -6.55
9953    	0.91, -1.87 	61.33, 600.79 	12.83, -6.55
9969    	0.91, -1.87 	-34.25, 142.63 	12.83, -6.55
10045   	0.91, -1.87 	-34.23, 143.03 	12.83, -6.55
10061   	0.91, -1.87 	-34.27, 143.30 	12.83, -6.55
10077   	0.91, -1.87 	-34.29, 143.39 	12.83, -6.55
10093   	0.91, -1.87 	-34.30, 143.43 	12.83, -6.55
10171   	0.92, -1.91 	-34.34, 143.54 	12.83, -6.55
10187   	0.91, -1.87 	-34.35, 143.74 	12.83, -6.55
10203   	0.92, -1.91 	-34.29, 143.13 	12.83, -6.55
10218   	0.92, -1.91 	-34.25, 143.16 	12.83, -6.55
10234   	0.92, -1.91 	-34.27, 143.32 	12.83, -6.55
10311   	0.92, -1.91 	-34.29, 143.29 	12.83, -6.55
10328   	0.92, -1.91 	-34.28, 143.67 	12.83, -6.55
10344   	0.92, -1.91 	-34.31, 143.72 	12.83, -6.55
10360   	0.92, -1.90 	-34.27, 143.32 	12.83, -6.55
10437   	0.92, -1.90 	-34.34, 143.29 	12.83, -6.55
10452   	0.92, -1.91 	-34.36, 143.53 	12.83, -6.55
10467   	0.92, -1.91 	-34.35, 143.39 	12.83, -6.55
10482   	0.92, -1.91 	-34.31, 143.31 	12.83, -6.55
10497   	0.92, -1.91 	61.33, 600.86 	12.83, -6.55
10578   	0.92, -1.91 	-34.28, 142.65 	12.83, -6.55
10594   	0.92, -1.91 	-34.25, 142.61 	12.83, -6.55
10610   	0.92, -1.91 	-34.26, 142.54 	12.83, -6.55
10626   	0.92, -1.91 	-34.26, 142.59 	12.83, -6.55
10703   	0.92, -1.91 	-34.35, 142.91 	12.83, -6.55
10723   	0.92, -1.91 	-34.37, 142.95 	12.83, -6.55
10738   	0.92, -1.91 	-34.38, 143.16 	12.83, -6.55
10753   	0.92, -1.91 	-34.33, 142.98 	12.83, -6.55
10769   	0.92, -1.91 	-34.37, 142.99 	12.83, -6.55
10855   	0.92, -1.91 	-34.36, 142.52 	12.83, -6.55
10870   	0.92, -1.91 	-34.36, 142.52 	12.83, -6.55
10885   	0.92, -1.91 	61.42, 600.93 	12.83, -6.55
10900   	0.92, -1.91 	-34.38, 142.90 	12.83, -6.55
10915   	0.92, -1.91 	-34.33, 143.14 	12.83, -6.55
10991   	0.92, -1.91 	61.42, 600.52 	12.83, -6.55
11007   	0.91, -1.87 	-34.36, 142.73 	12.83, -6.55
11023   	0.92, -1.91 	-34.35, 143.03 	12.83, -6.55
11039   	0.92, -1.90 	-34.35, 143.03 	12.83, -6.55
11117   	0.91, -1.87 	-34.42, 143.20 	12.83, -6.55
11132   	0.91, -1.87 	-34.40, 142.88 	12.83, -6.55
11147   	0.91, -1.87 	-34.40, 142.84 	12.83, -6.55
11162   	0.91, -1.87 	-34.39, 142.95 	12.83, -6.55
11177   	0.91, -1.87 	-34.39, 142.30 	12.83, -6.55
11258   	0.91, -1.87 	-34.38, 142.71 	12.83, -6.55
11274   	0.91, -1.87 	-34.35, 142.67 	12.83, -6.55
11290   	0.91, -1.87 	-34.35, 142.87 	12.83, -6.55
11305   	0.91, -1.87 	-34.33, 143.02 	12.83, -6.55
11382   	0.91, -1.87 	-34.34, 143.36 	12.83, -6.55
11397   	0.91, -1.87 	-34.34, 143.36 	12.83, -6.55
11412   	0.91, -1.87 	-34.33, 143.56 	12.83, -6.55
11427   	0.91, -1.87 	-34.34, 143.58 	12.83, -6.55
11446   	0.91, -1.87 	-34.35, 143.31 	12.83, -6.55
11523   	0.92, -1.91 	-34.24, 142.79 	12.83, -6.55
11539   	0.92, -1.91 	-34.25, 143.03 	12.83, -6.55
11555   	0.92, -1.91 	-34.30, 142.73 	12.83, -6.55
11571   	0.92, -1.91 	-34.31, 142.84 	12.83, -6.55
11672   	0.92, -1.91 	-34.25, 143.60 	12.83, -6.55
11688   	0.92, -1.91 	61.38, 600.32 	12.83, -6.55
11704   	0.92, -1.90 	-34.30, 143.14 	12.83, -6.55
11720   	0.92, -1.90 	-34.32, 143.07 	12.83, -6.55
11736   	0.92, -1.90 	-34.34, 142.83 	12.83, -6.55
11752   	0.92, -1.90 	-34.30, 142.69 	12.83, -6.55
